#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CCNB1	CDC23	9606.ENSP00000256442	9606.ENSP00000378350	0	0	0	0	0.140	0.294	0.900	0.623	0.974
CCNB1	CDC16	9606.ENSP00000256442	9606.ENSP00000348554	0	0	0	0	0.070	0.313	0.900	0.667	0.975
CCNB1	CDKN1A	9606.ENSP00000256442	9606.ENSP00000384849	0	0	0	0	0	0.866	0	0.837	0.977
CCNB1	GADD45A	9606.ENSP00000256442	9606.ENSP00000360025	0	0	0	0	0	0.292	0.900	0.782	0.983
CCNB1	FOXM1	9606.ENSP00000256442	9606.ENSP00000342307	0	0	0	0	0.683	0.535	0.500	0.863	0.988
CCNB1	UBE2C	9606.ENSP00000256442	9606.ENSP00000348838	0	0	0	0	0.859	0.072	0.500	0.877	0.990
CCNB1	CDC25A	9606.ENSP00000256442	9606.ENSP00000303706	0	0	0	0	0.399	0.659	0.900	0.804	0.995
CCNB1	CCNB2	9606.ENSP00000256442	9606.ENSP00000288207	0	0	0.067	0.942	0.785	0.803	0.900	0.741	0.998
CCNB1	FZR1	9606.ENSP00000256442	9606.ENSP00000378529	0	0	0	0	0.395	0.981	0.750	0.681	0.998
CCNB1	CDK2	9606.ENSP00000256442	9606.ENSP00000266970	0	0	0	0	0.442	0.990	0.400	0.992	0.999
CCNB1	CDK1	9606.ENSP00000256442	9606.ENSP00000378699	0	0	0	0	0.895	0.999	0.900	0.999	0.999
CCNB1	CDC27	9606.ENSP00000256442	9606.ENSP00000434614	0	0	0	0	0.099	0.994	0.900	0.750	0.999
CCNB2	GADD45B	9606.ENSP00000288207	9606.ENSP00000215631	0	0	0	0	0	0	0.900	0.298	0.926
CCNB2	MYBL2	9606.ENSP00000288207	9606.ENSP00000217026	0	0	0	0	0.493	0.091	0.500	0.496	0.868
CCNB2	CCND1	9606.ENSP00000288207	9606.ENSP00000227507	0	0	0	0.639	0.135	0.048	0	0.640	0.678
CCNB2	CDKN1B	9606.ENSP00000288207	9606.ENSP00000228872	0	0	0	0	0	0.781	0	0.387	0.860
CCNB2	GADD45G	9606.ENSP00000288207	9606.ENSP00000252506	0	0	0	0	0	0	0.900	0.248	0.921
CCNB2	CDK4	9606.ENSP00000288207	9606.ENSP00000257904	0	0	0	0	0.418	0.306	0	0.504	0.782
CCNB2	CCNE1	9606.ENSP00000288207	9606.ENSP00000262643	0	0	0	0.622	0.483	0	0	0.548	0.757
CCNB2	CDKN2C	9606.ENSP00000288207	9606.ENSP00000262662	0	0	0	0	0.072	0.091	0	0.409	0.458
CCNB2	E2F3	9606.ENSP00000288207	9606.ENSP00000262904	0	0	0	0	0.098	0	0	0.386	0.423
CCNB2	CDK6	9606.ENSP00000288207	9606.ENSP00000265734	0	0	0	0	0.406	0.306	0	0.568	0.806
CCNB2	CDK2	9606.ENSP00000288207	9606.ENSP00000266970	0	0	0	0	0.462	0.995	0	0.797	0.999
CCNB2	TP53	9606.ENSP00000288207	9606.ENSP00000269305	0	0	0	0	0.110	0.053	0	0.526	0.566
CCNB2	TFDP1	9606.ENSP00000288207	9606.ENSP00000364519	0	0	0	0	0.137	0.053	0	0.344	0.417
CCNB2	CDKN2A	9606.ENSP00000288207	9606.ENSP00000418915	0	0	0	0	0.056	0.091	0	0.380	0.421
CCNB2	MAPK9	9606.ENSP00000288207	9606.ENSP00000394560	0	0	0	0	0.058	0	0	0.412	0.423
CCNB2	TGFBR2	9606.ENSP00000288207	9606.ENSP00000351905	0	0	0	0	0.055	0.334	0	0.160	0.425
CCNB2	MYC	9606.ENSP00000288207	9606.ENSP00000478887	0	0	0	0	0.099	0	0	0.402	0.438
CCNB2	E2F4	9606.ENSP00000288207	9606.ENSP00000368686	0	0	0	0	0.081	0	0	0.431	0.455
CCNB2	MAPK8	9606.ENSP00000288207	9606.ENSP00000378974	0	0	0	0	0.067	0	0	0.461	0.475
CCNB2	PPP1CC	9606.ENSP00000288207	9606.ENSP00000341779	0	0	0	0	0.072	0.099	0.400	0.129	0.505
CCNB2	E2F2	9606.ENSP00000288207	9606.ENSP00000355249	0	0	0	0	0.151	0	0	0.464	0.525
CCNB2	FOS	9606.ENSP00000288207	9606.ENSP00000306245	0	0	0	0	0	0.062	0	0.516	0.527
CCNB2	EZH2	9606.ENSP00000288207	9606.ENSP00000320147	0	0	0	0	0.347	0.045	0	0.305	0.529
CCNB2	LIN52	9606.ENSP00000288207	9606.ENSP00000451812	0	0	0	0	0	0	0.500	0.264	0.616
CCNB2	CHEK2	9606.ENSP00000288207	9606.ENSP00000372023	0	0	0	0	0.179	0.283	0	0.426	0.633
CCNB2	RBBP4	9606.ENSP00000288207	9606.ENSP00000362592	0	0	0	0	0.135	0.058	0.500	0.215	0.638
CCNB2	LIN37	9606.ENSP00000288207	9606.ENSP00000301159	0	0	0	0	0	0.063	0.500	0.344	0.666
CCNB2	LIN54	9606.ENSP00000288207	9606.ENSP00000341947	0	0	0	0	0.094	0	0.500	0.353	0.681
CCNB2	LIN9	9606.ENSP00000288207	9606.ENSP00000329102	0	0	0	0	0.127	0	0.500	0.373	0.702
CCNB2	E2F1	9606.ENSP00000288207	9606.ENSP00000345571	0	0	0	0	0.233	0	0	0.730	0.785
CCNB2	CHEK1	9606.ENSP00000288207	9606.ENSP00000391090	0	0	0	0	0.534	0.069	0	0.647	0.833
CCNB2	FOXM1	9606.ENSP00000288207	9606.ENSP00000342307	0	0	0	0	0.504	0.091	0.500	0.590	0.895
CCNB2	CCNE2	9606.ENSP00000288207	9606.ENSP00000429089	0	0	0	0.632	0.444	0.616	0	0.565	0.899
CCNB2	CDC26	9606.ENSP00000288207	9606.ENSP00000363322	0	0	0	0	0	0	0.900	0.209	0.917
CCNB2	FZR1	9606.ENSP00000288207	9606.ENSP00000378529	0	0	0	0	0.395	0.312	0.650	0.546	0.925
CCNB2	CDKN1A	9606.ENSP00000288207	9606.ENSP00000384849	0	0	0	0	0	0.781	0	0.679	0.927
CCNB2	CCNB3	9606.ENSP00000288207	9606.ENSP00000365210	0	0	0	0.743	0.199	0	0.900	0.195	0.929
CCNB2	GADD45A	9606.ENSP00000288207	9606.ENSP00000360025	0	0	0	0	0	0	0.900	0.423	0.939
CCNB2	CDC16	9606.ENSP00000288207	9606.ENSP00000348554	0	0	0	0	0.055	0.070	0.900	0.394	0.939
CCNB2	CDC27	9606.ENSP00000288207	9606.ENSP00000434614	0	0	0	0	0.083	0.109	0.900	0.429	0.947
CCNB2	CDC23	9606.ENSP00000288207	9606.ENSP00000378350	0	0	0	0	0.096	0.294	0.900	0.350	0.953
CCNB2	UBE2C	9606.ENSP00000288207	9606.ENSP00000348838	0	0	0	0	0.861	0.072	0	0.774	0.968
CCNB2	CDC25A	9606.ENSP00000288207	9606.ENSP00000303706	0	0	0	0	0.394	0.114	0.900	0.570	0.973
CCNB2	CDK1	9606.ENSP00000288207	9606.ENSP00000378699	0	0	0	0	0.899	0.882	0.900	0.996	0.999
CCNB3	GADD45B	9606.ENSP00000365210	9606.ENSP00000215631	0	0	0	0	0	0	0.900	0.140	0.910
CCNB3	CDKN1B	9606.ENSP00000365210	9606.ENSP00000228872	0	0	0	0	0	0.196	0	0.481	0.565
CCNB3	GADD45G	9606.ENSP00000365210	9606.ENSP00000252506	0	0	0	0	0	0	0.900	0.198	0.916
CCNB3	CDK4	9606.ENSP00000365210	9606.ENSP00000257904	0	0	0	0	0.343	0.306	0	0.311	0.658
CCNB3	CCNE1	9606.ENSP00000365210	9606.ENSP00000262643	0	0	0	0.594	0.394	0	0	0.173	0.477
CCNB3	CDK6	9606.ENSP00000365210	9606.ENSP00000265734	0	0	0	0	0.343	0.306	0	0.323	0.664
CCNB3	CDK2	9606.ENSP00000365210	9606.ENSP00000266970	0	0	0	0	0.343	0.487	0	0.876	0.954
CCNB3	CDC25A	9606.ENSP00000365210	9606.ENSP00000303706	0	0	0	0	0.132	0.114	0.900	0.287	0.937
CCNB3	H1-0	9606.ENSP00000365210	9606.ENSP00000344504	0	0	0	0	0.059	0.071	0	0.605	0.624
CCNB3	CDC16	9606.ENSP00000365210	9606.ENSP00000348554	0	0	0	0	0.055	0.070	0.650	0.280	0.749
CCNB3	UBE2C	9606.ENSP00000365210	9606.ENSP00000348838	0	0	0	0	0.292	0.072	0	0.212	0.437
CCNB3	GADD45A	9606.ENSP00000365210	9606.ENSP00000360025	0	0	0	0	0	0	0.900	0.113	0.907
CCNB3	CDC26	9606.ENSP00000365210	9606.ENSP00000363322	0	0	0	0	0	0	0.650	0.315	0.750
CCNB3	CHEK2	9606.ENSP00000365210	9606.ENSP00000372023	0	0	0	0	0.098	0.283	0	0.273	0.489
CCNB3	CCNE2	9606.ENSP00000365210	9606.ENSP00000429089	0	0	0	0.595	0.394	0	0	0.237	0.518
CCNB3	CDC27	9606.ENSP00000365210	9606.ENSP00000434614	0	0	0	0	0.063	0.109	0.650	0.320	0.774
CCNB3	CDC23	9606.ENSP00000365210	9606.ENSP00000378350	0	0	0	0	0.086	0.294	0.650	0.218	0.799
CCNB3	FZR1	9606.ENSP00000365210	9606.ENSP00000378529	0	0	0	0	0.395	0.312	0.650	0.428	0.905
CCNB3	CDK1	9606.ENSP00000365210	9606.ENSP00000378699	0	0	0	0	0.343	0.306	0.900	0.801	0.989
CCND1	SIRT1	9606.ENSP00000227507	9606.ENSP00000212015	0	0	0	0	0	0	0	0.721	0.721
CCND1	MAPK1	9606.ENSP00000227507	9606.ENSP00000215832	0	0	0	0	0.060	0.292	0	0.562	0.683
CCND1	MYBL2	9606.ENSP00000227507	9606.ENSP00000217026	0	0	0	0	0.067	0.095	0	0.676	0.702
CCND1	TSC2	9606.ENSP00000227507	9606.ENSP00000219476	0	0	0	0	0.042	0.535	0	0.543	0.779
CCND1	TGFB1	9606.ENSP00000227507	9606.ENSP00000221930	0	0	0	0	0.107	0	0	0.619	0.645
CCND1	SERPINE1	9606.ENSP00000227507	9606.ENSP00000223095	0	0	0	0	0.107	0	0	0.627	0.652
CCND1	NFKB1	9606.ENSP00000227507	9606.ENSP00000226574	0	0	0	0	0.060	0	0	0.661	0.668
CCND1	PPP1CA	9606.ENSP00000227507	9606.ENSP00000326031	0	0	0	0	0.055	0	0	0.407	0.415
CCND1	TGFBR1	9606.ENSP00000227507	9606.ENSP00000447297	0	0	0	0	0.068	0	0	0.404	0.421
CCND1	UBE2D1	9606.ENSP00000227507	9606.ENSP00000363019	0	0	0	0	0	0.324	0	0.180	0.422
CCND1	ETS1	9606.ENSP00000227507	9606.ENSP00000376436	0	0	0	0	0.056	0	0	0.422	0.432
CCND1	RPS6KA3	9606.ENSP00000227507	9606.ENSP00000368884	0	0	0	0	0.067	0	0	0.419	0.434
CCND1	MAPK7	9606.ENSP00000227507	9606.ENSP00000311005	0	0	0	0	0.060	0	0	0.424	0.435
CCND1	GATA4	9606.ENSP00000227507	9606.ENSP00000435712	0	0	0	0	0	0	0	0.438	0.438
CCND1	H1-0	9606.ENSP00000227507	9606.ENSP00000344504	0	0	0	0	0.100	0	0	0.404	0.440
CCND1	ID1	9606.ENSP00000227507	9606.ENSP00000365280	0	0	0	0	0.115	0	0	0.399	0.445
CCND1	TGFB2	9606.ENSP00000227507	9606.ENSP00000355896	0	0	0	0	0.101	0	0	0.413	0.450
CCND1	IL1A	9606.ENSP00000227507	9606.ENSP00000263339	0	0	0	0	0.072	0	0	0.445	0.463
CCND1	CDC27	9606.ENSP00000227507	9606.ENSP00000434614	0	0	0	0	0.051	0.294	0	0.284	0.479
CCND1	NBN	9606.ENSP00000227507	9606.ENSP00000265433	0	0	0	0	0	0	0	0.486	0.485
CCND1	RPS6KA1	9606.ENSP00000227507	9606.ENSP00000435412	0	0	0	0	0.067	0	0	0.479	0.493
CCND1	FZR1	9606.ENSP00000227507	9606.ENSP00000378529	0	0	0	0	0.074	0.292	0	0.291	0.494
CCND1	MOV10	9606.ENSP00000227507	9606.ENSP00000399797	0	0	0	0	0	0	0.500	0	0.499
CCND1	H2AB1	9606.ENSP00000227507	9606.ENSP00000484261	0	0	0	0	0	0	0.500	0	0.499
CCND1	H2AC7	9606.ENSP00000227507	9606.ENSP00000341094	0	0	0	0	0	0	0.500	0	0.499
CCND1	H2AZ2	9606.ENSP00000227507	9606.ENSP00000308405	0	0	0	0	0	0	0.500	0	0.499
CCND1	H2AC6	9606.ENSP00000227507	9606.ENSP00000367022	0	0	0	0	0	0	0.500	0	0.499
CCND1	TGFBR2	9606.ENSP00000227507	9606.ENSP00000351905	0	0	0	0	0.107	0	0	0.477	0.513
CCND1	VENTX	9606.ENSP00000227507	9606.ENSP00000357556	0	0	0	0	0	0	0.500	0.073	0.516
CCND1	TNRC6B	9606.ENSP00000227507	9606.ENSP00000401946	0	0	0	0	0	0	0.500	0.077	0.519
CCND1	H2AJ	9606.ENSP00000227507	9606.ENSP00000438553	0	0	0	0	0	0	0.500	0.081	0.520
CCND1	CXCL8	9606.ENSP00000227507	9606.ENSP00000306512	0	0	0	0	0.055	0	0	0.514	0.521
CCND1	RBBP4	9606.ENSP00000227507	9606.ENSP00000362592	0	0	0	0	0	0.424	0	0.203	0.521
CCND1	GADD45A	9606.ENSP00000227507	9606.ENSP00000360025	0	0	0	0	0.044	0	0	0.520	0.521
CCND1	UBA52	9606.ENSP00000227507	9606.ENSP00000388107	0	0	0	0	0	0	0.500	0.085	0.522
CCND1	MAPK11	9606.ENSP00000227507	9606.ENSP00000333685	0	0	0	0	0.059	0.292	0	0.342	0.523
CCND1	UBB	9606.ENSP00000227507	9606.ENSP00000478771	0	0	0	0	0.060	0	0.500	0.072	0.525
CCND1	TNRC6C	9606.ENSP00000227507	9606.ENSP00000336783	0	0	0	0	0.067	0	0.500	0.071	0.528
CCND1	H2AC14	9606.ENSP00000227507	9606.ENSP00000328484	0	0	0	0	0	0	0.500	0.102	0.531
CCND1	HMGA2	9606.ENSP00000227507	9606.ENSP00000437621	0	0	0	0	0.084	0	0	0.510	0.532
CCND1	IGFBP3	9606.ENSP00000227507	9606.ENSP00000370473	0	0	0	0	0.113	0.164	0	0.444	0.551
CCND1	UBE2C	9606.ENSP00000227507	9606.ENSP00000348838	0	0	0	0	0.074	0.092	0	0.524	0.564
CCND1	TNRC6A	9606.ENSP00000227507	9606.ENSP00000379144	0	0	0	0	0	0	0.500	0.167	0.565
CCND1	SQSTM1	9606.ENSP00000227507	9606.ENSP00000374455	0	0	0	0	0.053	0.380	0	0.327	0.570
CCND1	H2BC1	9606.ENSP00000227507	9606.ENSP00000274764	0	0	0	0	0	0	0.500	0.182	0.573
CCND1	H2BC14	9606.ENSP00000227507	9606.ENSP00000477907	0	0	0	0	0	0	0.500	0.184	0.574
CCND1	H2BC17	9606.ENSP00000227507	9606.ENSP00000477527	0	0	0	0	0	0	0.500	0.183	0.574
CCND1	H2BC15	9606.ENSP00000227507	9606.ENSP00000483903	0	0	0	0	0	0	0.500	0.183	0.574
CCND1	H2BC13	9606.ENSP00000227507	9606.ENSP00000366618	0	0	0	0	0	0	0.500	0.185	0.575
CCND1	H2BC4	9606.ENSP00000227507	9606.ENSP00000321744	0	0	0	0	0	0	0.500	0.185	0.575
CCND1	MAPK14	9606.ENSP00000227507	9606.ENSP00000229795	0	0	0	0	0.059	0	0	0.568	0.576
CCND1	H2BC9	9606.ENSP00000227507	9606.ENSP00000479169	0	0	0	0	0	0	0.500	0.193	0.579
CCND1	H2BC3	9606.ENSP00000227507	9606.ENSP00000482674	0	0	0	0	0	0	0.500	0.198	0.581
CCND1	RAF1	9606.ENSP00000227507	9606.ENSP00000401888	0	0	0	0	0	0	0	0.581	0.581
CCND1	H2BC5	9606.ENSP00000227507	9606.ENSP00000289316	0	0	0	0	0	0	0.500	0.199	0.582
CCND1	H2BC11	9606.ENSP00000227507	9606.ENSP00000476136	0	0	0	0	0	0	0.500	0.199	0.582
CCND1	H2BC12	9606.ENSP00000227507	9606.ENSP00000349430	0	0	0	0	0	0	0.500	0.207	0.586
CCND1	UBC	9606.ENSP00000227507	9606.ENSP00000441543	0	0	0	0	0.060	0	0.500	0.201	0.591
CCND1	EIF4EBP1	9606.ENSP00000227507	9606.ENSP00000340691	0	0	0	0	0.062	0	0	0.583	0.592
CCND1	CHEK1	9606.ENSP00000227507	9606.ENSP00000391090	0	0	0	0	0.044	0	0	0.592	0.593
CCND1	LMNB1	9606.ENSP00000227507	9606.ENSP00000261366	0	0	0	0	0.074	0.163	0	0.525	0.599
CCND1	RHEB	9606.ENSP00000227507	9606.ENSP00000262187	0	0	0	0	0.055	0.046	0	0.593	0.601
CCND1	CHEK2	9606.ENSP00000227507	9606.ENSP00000372023	0	0	0	0	0.100	0	0	0.575	0.601
CCND1	SP1	9606.ENSP00000227507	9606.ENSP00000329357	0	0	0	0	0	0.292	0	0.474	0.611
CCND1	CEBPB	9606.ENSP00000227507	9606.ENSP00000305422	0	0	0	0	0	0	0	0.621	0.621
CCND1	EZH2	9606.ENSP00000227507	9606.ENSP00000320147	0	0	0	0	0.067	0	0	0.613	0.623
CCND1	H2AC18	9606.ENSP00000227507	9606.ENSP00000358155	0	0	0	0	0	0	0.500	0.305	0.637
CCND1	H2AC20	9606.ENSP00000227507	9606.ENSP00000332194	0	0	0	0	0	0	0.500	0.305	0.637
CCND1	MDM4	9606.ENSP00000227507	9606.ENSP00000356150	0	0	0	0	0	0	0	0.651	0.651
CCND1	H3-4	9606.ENSP00000227507	9606.ENSP00000355657	0	0	0	0	0.062	0	0	0.646	0.654
CCND1	H2BC21	9606.ENSP00000227507	9606.ENSP00000358151	0	0	0	0	0	0	0.500	0.348	0.660
CCND1	CCNE2	9606.ENSP00000227507	9606.ENSP00000429089	0	0	0	0.666	0.102	0	0	0.644	0.667
CCND1	RPS27A	9606.ENSP00000227507	9606.ENSP00000272317	0	0	0	0	0.058	0.292	0.500	0.153	0.679
CCND1	TFDP1	9606.ENSP00000227507	9606.ENSP00000364519	0	0	0	0	0.074	0.060	0.500	0.394	0.701
CCND1	PIK3CA	9606.ENSP00000227507	9606.ENSP00000263967	0	0	0	0	0	0	0	0.704	0.704
CCND1	MAPK8	9606.ENSP00000227507	9606.ENSP00000378974	0	0	0	0	0.078	0	0	0.713	0.724
CCND1	FOXM1	9606.ENSP00000227507	9606.ENSP00000342307	0	0	0	0	0.075	0	0	0.715	0.725
CCND1	H2AX	9606.ENSP00000227507	9606.ENSP00000434024	0	0	0	0	0.066	0	0.500	0.479	0.735
CCND1	SMAD2	9606.ENSP00000227507	9606.ENSP00000262160	0	0	0	0	0.067	0	0	0.736	0.743
CCND1	MAPK3	9606.ENSP00000227507	9606.ENSP00000263025	0	0	0	0	0.060	0	0	0.739	0.744
CCND1	MAP2K1	9606.ENSP00000227507	9606.ENSP00000302486	0	0	0	0	0.059	0	0	0.746	0.751
CCND1	FOXO3	9606.ENSP00000227507	9606.ENSP00000339527	0	0	0	0	0	0	0.400	0.610	0.756
CCND1	TFDP2	9606.ENSP00000227507	9606.ENSP00000420616	0	0	0	0	0.074	0.060	0.500	0.508	0.757
CCND1	IL6	9606.ENSP00000227507	9606.ENSP00000385675	0	0	0	0	0.074	0	0	0.754	0.763
CCND1	RELA	9606.ENSP00000227507	9606.ENSP00000384273	0	0	0	0	0.066	0.510	0	0.579	0.791
CCND1	MTOR	9606.ENSP00000227507	9606.ENSP00000354558	0	0	0	0	0	0	0	0.802	0.802
CCND1	E2F5	9606.ENSP00000227507	9606.ENSP00000398124	0	0	0	0	0	0.068	0.500	0.617	0.806
CCND1	E2F4	9606.ENSP00000227507	9606.ENSP00000368686	0	0	0	0	0	0.068	0.500	0.675	0.835
CCND1	FOXO1	9606.ENSP00000227507	9606.ENSP00000368880	0	0	0	0	0	0	0.400	0.738	0.836
CCND1	CCNE1	9606.ENSP00000227507	9606.ENSP00000262643	0	0	0	0.665	0.104	0	0.500	0.674	0.841
CCND1	PTEN	9606.ENSP00000227507	9606.ENSP00000361021	0	0	0	0	0.070	0	0	0.850	0.855
CCND1	E2F2	9606.ENSP00000227507	9606.ENSP00000355249	0	0	0	0	0	0.068	0.500	0.746	0.871
CCND1	E2F3	9606.ENSP00000227507	9606.ENSP00000262904	0	0	0	0	0	0.068	0.500	0.764	0.880
CCND1	JUN	9606.ENSP00000227507	9606.ENSP00000360266	0	0	0	0	0.042	0.292	0.500	0.790	0.919
CCND1	MDM2	9606.ENSP00000227507	9606.ENSP00000258149	0	0	0	0	0.055	0.292	0	0.898	0.926
CCND1	RBL1	9606.ENSP00000227507	9606.ENSP00000362768	0	0	0	0	0	0.157	0.900	0.293	0.935
CCND1	E2F1	9606.ENSP00000227507	9606.ENSP00000345571	0	0	0	0	0.062	0.068	0.500	0.876	0.938
CCND1	FOS	9606.ENSP00000227507	9606.ENSP00000306245	0	0	0	0	0.055	0.469	0.500	0.799	0.942
CCND1	TP53	9606.ENSP00000227507	9606.ENSP00000269305	0	0	0	0	0	0.292	0	0.928	0.946
CCND1	CDKN2D	9606.ENSP00000227507	9606.ENSP00000377224	0	0	0	0	0	0	0.900	0.547	0.952
CCND1	RBL2	9606.ENSP00000227507	9606.ENSP00000262133	0	0	0	0	0	0.323	0.900	0.546	0.966
CCND1	MYC	9606.ENSP00000227507	9606.ENSP00000478887	0	0	0	0	0.067	0	0.400	0.950	0.969
CCND1	CDC25A	9606.ENSP00000227507	9606.ENSP00000303706	0	0	0	0	0.075	0	0.900	0.704	0.970
CCND1	CDKN2B	9606.ENSP00000227507	9606.ENSP00000276925	0	0	0	0	0	0	0.900	0.758	0.974
CCND1	STAT3	9606.ENSP00000227507	9606.ENSP00000264657	0	0	0	0	0.054	0.644	0.500	0.898	0.980
CCND1	CDKN2C	9606.ENSP00000227507	9606.ENSP00000262662	0	0	0	0	0	0.627	0.900	0.740	0.989
CCND1	RB1	9606.ENSP00000227507	9606.ENSP00000267163	0	0	0	0	0	0.932	0.900	0.831	0.998
CCND1	CDK1	9606.ENSP00000227507	9606.ENSP00000378699	0	0	0	0	0.137	0.866	0	0.984	0.998
CCND1	CDKN2A	9606.ENSP00000227507	9606.ENSP00000418915	0	0	0	0	0	0.726	0.900	0.946	0.998
CCND1	CDK2	9606.ENSP00000227507	9606.ENSP00000266970	0	0	0	0	0.135	0.901	0.800	0.998	0.999
CCND1	CDKN1B	9606.ENSP00000227507	9606.ENSP00000228872	0	0	0	0	0.098	0.991	0.900	0.992	0.999
CCND1	CDK4	9606.ENSP00000227507	9606.ENSP00000257904	0	0	0	0	0.131	0.999	0.900	0.999	0.999
CCND1	CDK6	9606.ENSP00000227507	9606.ENSP00000265734	0	0	0	0	0.112	0.995	0.900	0.998	0.999
CCND1	CDKN1A	9606.ENSP00000227507	9606.ENSP00000384849	0	0	0	0	0.118	0.996	0.900	0.995	0.999
CCNE1	MYBL2	9606.ENSP00000262643	9606.ENSP00000217026	0	0	0	0	0.274	0.312	0	0.389	0.669
CCNE1	SERPINE1	9606.ENSP00000262643	9606.ENSP00000223095	0	0	0	0	0.044	0	0	0.418	0.419
CCNE1	CDKN1B	9606.ENSP00000262643	9606.ENSP00000228872	0	0	0	0	0.105	0.996	0.900	0.842	0.999
CCNE1	MAPK14	9606.ENSP00000262643	9606.ENSP00000229795	0	0	0	0	0	0	0	0.465	0.465
CCNE1	H1-1	9606.ENSP00000262643	9606.ENSP00000244573	0	0	0	0	0.050	0.877	0	0.054	0.880
CCNE1	CDK4	9606.ENSP00000262643	9606.ENSP00000257904	0	0	0	0	0.087	0.995	0.800	0.896	0.999
CCNE1	MDM2	9606.ENSP00000262643	9606.ENSP00000258149	0	0	0	0	0	0	0	0.585	0.585
CCNE1	RBL2	9606.ENSP00000262643	9606.ENSP00000262133	0	0	0	0	0.110	0.585	0.900	0.770	0.990
CCNE1	RHEB	9606.ENSP00000262643	9606.ENSP00000262187	0	0	0	0	0.044	0.091	0	0.425	0.456
CCNE1	MINK1	9606.ENSP00000262643	9606.ENSP00000347427	0	0	0	0	0	0	0	0.403	0.403
CCNE1	UBE2C	9606.ENSP00000262643	9606.ENSP00000348838	0	0	0	0	0.191	0	0	0.297	0.408
CCNE1	FZR1	9606.ENSP00000262643	9606.ENSP00000378529	0	0	0	0	0.087	0.215	0	0.257	0.421
CCNE1	JUN	9606.ENSP00000262643	9606.ENSP00000360266	0	0	0	0	0	0	0	0.433	0.433
CCNE1	H1-0	9606.ENSP00000262643	9606.ENSP00000344504	0	0	0	0	0	0.305	0	0.247	0.454
CCNE1	CDKN2D	9606.ENSP00000262643	9606.ENSP00000377224	0	0	0	0	0	0	0	0.462	0.462
CCNE1	MRE11	9606.ENSP00000262643	9606.ENSP00000325863	0	0	0	0	0.087	0.292	0	0.289	0.500
CCNE1	UBA52	9606.ENSP00000262643	9606.ENSP00000388107	0	0	0	0	0.043	0	0.500	0	0.501
CCNE1	EZH2	9606.ENSP00000262643	9606.ENSP00000320147	0	0	0	0	0.158	0.051	0	0.448	0.520
CCNE1	EP400	9606.ENSP00000262643	9606.ENSP00000374212	0	0	0	0	0.046	0	0.500	0.082	0.524
CCNE1	UBB	9606.ENSP00000262643	9606.ENSP00000478771	0	0	0	0	0	0.069	0.500	0.067	0.528
CCNE1	LIN52	9606.ENSP00000262643	9606.ENSP00000451812	0	0	0	0	0	0	0.500	0.101	0.531
CCNE1	RBBP4	9606.ENSP00000262643	9606.ENSP00000362592	0	0	0	0	0	0	0.500	0.122	0.542
CCNE1	RPS27A	9606.ENSP00000262643	9606.ENSP00000272317	0	0	0	0	0.062	0.052	0.500	0.094	0.543
CCNE1	CDKN2C	9606.ENSP00000262643	9606.ENSP00000262662	0	0	0	0	0.057	0.193	0	0.468	0.559
CCNE1	LIN54	9606.ENSP00000262643	9606.ENSP00000341947	0	0	0	0	0.139	0	0.500	0.102	0.579
CCNE1	CDKN2B	9606.ENSP00000262643	9606.ENSP00000276925	0	0	0	0	0	0.166	0	0.535	0.596
CCNE1	LIN9	9606.ENSP00000262643	9606.ENSP00000329102	0	0	0	0	0.151	0	0.500	0.131	0.599
CCNE1	CHEK2	9606.ENSP00000262643	9606.ENSP00000372023	0	0	0	0	0.264	0	0	0.481	0.602
CCNE1	PTEN	9606.ENSP00000262643	9606.ENSP00000361021	0	0	0	0	0.082	0	0	0.597	0.615
CCNE1	PIK3CA	9606.ENSP00000262643	9606.ENSP00000263967	0	0	0	0	0	0.071	0	0.620	0.631
CCNE1	STAT3	9606.ENSP00000262643	9606.ENSP00000264657	0	0	0	0	0	0	0.400	0.437	0.647
CCNE1	UBC	9606.ENSP00000262643	9606.ENSP00000441543	0	0	0	0	0	0.312	0.500	0.082	0.657
CCNE1	CDC26	9606.ENSP00000262643	9606.ENSP00000363322	0	0	0	0	0	0	0.650	0.081	0.664
CCNE1	TFDP1	9606.ENSP00000262643	9606.ENSP00000364519	0	0	0	0	0.125	0.071	0.500	0.324	0.688
CCNE1	CHEK1	9606.ENSP00000262643	9606.ENSP00000391090	0	0	0	0	0.205	0	0	0.643	0.704
CCNE1	CDC27	9606.ENSP00000262643	9606.ENSP00000434614	0	0	0	0	0.042	0	0.650	0.229	0.718
CCNE1	CDC16	9606.ENSP00000262643	9606.ENSP00000348554	0	0	0	0	0.042	0	0.650	0.230	0.719
CCNE1	CDC23	9606.ENSP00000262643	9606.ENSP00000378350	0	0	0	0	0.062	0.103	0.650	0.185	0.727
CCNE1	H1-5	9606.ENSP00000262643	9606.ENSP00000330074	0	0	0	0	0.048	0.742	0	0.049	0.746
CCNE1	LIN37	9606.ENSP00000262643	9606.ENSP00000301159	0	0	0	0	0	0.482	0.500	0.137	0.757
CCNE1	FOXM1	9606.ENSP00000262643	9606.ENSP00000342307	0	0	0	0	0.167	0.510	0	0.496	0.776
